2015-04-26 19:08:15,685 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/gigaspaces-xap-premium-9.5.1-ga/logs/2015-04-26~19.08-gigaspaces-service-192.168.1.100-6238.log
object notification: Time [clock=33, time=null]
Event sent to object      a30 clock(33)
Event sent to object      a10 clock(33)
org notification: Time [clock=33, time=null]
org notified sent time(33).
object notification: Time [clock=33, time=null]
Event sent to object      a40 clock(33)
Event processed UpdateClock(33)
Event processed UpdateClock(33)
Event processed UpdateClock(33)
org notification: Time [clock=34, time=null]
org notified sent time(34).
object notification: Time [clock=34, time=null]
Event sent to object      a10 clock(34)
object notification: Time [clock=34, time=null]
Event sent to object      a40 clock(34)
object notification: Time [clock=34, time=null]
Event sent to object      a30 clock(34)
Event processed UpdateClock(34)
Event processed UpdateClock(34)
Event processed UpdateClock(34)
org notification: Time [clock=217, time=null]
org notified sent time(217).
object notification: Time [clock=217, time=null]
Event sent to object      a30 clock(217)
object notification: Time [clock=217, time=null]
Event sent to object      a10 clock(217)
object notification: Time [clock=217, time=null]
Event sent to object      a40 clock(217)
Event processed UpdateClock(217)
Event processed UpdateClock(217)
Event processed UpdateClock(217)
object notification: Time [clock=35, time=null]
Event sent to object      a10 clock(35)
object notification: Time [clock=35, time=null]
Event sent to object      a40 clock(35)
org notification: Time [clock=35, time=null]
org notified sent time(35).
object notification: Time [clock=35, time=null]
Event sent to object      a30 clock(35)
Event processed UpdateClock(35)
Event processed UpdateClock(35)
Event processed UpdateClock(35)
object notification: Time [clock=218, time=null]
org notification: Time [clock=218, time=null]
org notified sent time(218).
object notification: Time [clock=218, time=null]
Event sent to object      a30 clock(218)
object notification: Time [clock=218, time=null]
Event sent to object      a40 clock(218)
Event sent to object      a10 clock(218)
Event processed UpdateClock(218)
Event processed UpdateClock(218)
Event processed UpdateClock(218)
object notification: Time [clock=36, time=null]
org notification: Time [clock=36, time=null]
object notification: Time [clock=36, time=null]
org notified sent time(36).
object notification: Time [clock=36, time=null]
Event sent to object      a10 clock(36)
Event sent to object      a40 clock(36)
Event sent to object      a30 clock(36)
Event processed UpdateClock(36)
Event processed UpdateClock(36)
Event processed UpdateClock(36)
object notification: Time [clock=37, time=null]
org notification: Time [clock=37, time=null]
org notified sent time(37).
Event sent to object      a10 clock(37)
object notification: Time [clock=37, time=null]
Event sent to object      a40 clock(37)
Event processed UpdateClock(37)
object notification: Time [clock=37, time=null]
Event sent to object      a30 clock(37)
Event processed UpdateClock(37)
Event processed UpdateClock(37)
object notification: Time [clock=219, time=null]
object notification: Time [clock=219, time=null]
org notification: Time [clock=219, time=null]
object notification: Time [clock=219, time=null]
org notified sent time(219).
Event sent to object      a40 clock(219)
Event sent to object      a30 clock(219)
Event sent to object      a10 clock(219)
Event processed UpdateClock(219)
Event processed UpdateClock(219)
Event processed UpdateClock(219)
object notification: Time [clock=38, time=null]
org notification: Time [clock=38, time=null]
org notified sent time(38).
object notification: Time [clock=38, time=null]
object notification: Time [clock=38, time=null]
Event sent to object      a10 clock(38)
Event sent to object      a30 clock(38)
Event sent to object      a40 clock(38)
Event processed UpdateClock(38)
Event processed UpdateClock(38)
Event processed UpdateClock(38)
object notification: Time [clock=220, time=null]
Event sent to object      a10 clock(220)
org notification: Time [clock=220, time=null]
object notification: Time [clock=220, time=null]
org notified sent time(220).
Event sent to object      a40 clock(220)
object notification: Time [clock=220, time=null]
Event sent to object      a30 clock(220)
Event processed UpdateClock(220)
Event processed UpdateClock(220)
Event processed UpdateClock(220)
object notification: Time [clock=39, time=null]
Event sent to object      a30 clock(39)
org notification: Time [clock=39, time=null]
org notified sent time(39).
object notification: Time [clock=39, time=null]
Event sent to object      a10 clock(39)
object notification: Time [clock=39, time=null]
Event sent to object      a40 clock(39)
Event processed UpdateClock(39)
Event processed UpdateClock(39)
Event processed UpdateClock(39)
object notification: Time [clock=40, time=null]
object notification: Time [clock=40, time=null]
Event sent to object      a10 clock(40)
org notification: Time [clock=40, time=null]
org notified sent time(40).
Event sent to object      a40 clock(40)
object notification: Time [clock=40, time=null]
Event sent to object      a30 clock(40)
Event processed UpdateClock(40)
Event processed UpdateClock(40)
Event processed UpdateClock(40)
object notification: Time [clock=221, time=null]
Event sent to object      a10 clock(221)
object notification: Time [clock=221, time=null]
Event sent to object      a40 clock(221)
org notification: Time [clock=221, time=null]
org notified sent time(221).
object notification: Time [clock=221, time=null]
Event sent to object      a30 clock(221)
Event processed UpdateClock(221)
Event processed UpdateClock(221)
Event processed UpdateClock(221)
org notification: Time [clock=41, time=null]
org notified sent time(41).
object notification: Time [clock=41, time=null]
Event sent to object      a30 clock(41)
object notification: Time [clock=41, time=null]
Event sent to object      a10 clock(41)
object notification: Time [clock=41, time=null]
Event sent to object      a40 clock(41)
Event processed UpdateClock(41)
Event processed UpdateClock(41)
Event processed UpdateClock(41)
object notification: Time [clock=222, time=null]
Event sent to object      a30 clock(222)
org notification: Time [clock=222, time=null]
org notified sent time(222).
object notification: Time [clock=222, time=null]
Event sent to object      a10 clock(222)
object notification: Time [clock=222, time=null]
Event sent to object      a40 clock(222)
Event processed UpdateClock(222)
Event processed UpdateClock(222)
Event processed UpdateClock(222)
org notification: Time [clock=42, time=null]
org notified sent time(42).
object notification: Time [clock=42, time=null]
Event sent to object      a40 clock(42)
object notification: Time [clock=42, time=null]
Event sent to object      a30 clock(42)
object notification: Time [clock=42, time=null]
Event sent to object      a10 clock(42)
Event processed UpdateClock(42)
Event processed UpdateClock(42)
Event processed UpdateClock(42)
object notification: Time [clock=223, time=null]
Event sent to object      a10 clock(223)
org notification: Time [clock=223, time=null]
org notified sent time(223).
object notification: Time [clock=223, time=null]
Event sent to object      a30 clock(223)
object notification: Time [clock=223, time=null]
Event sent to object      a40 clock(223)
Event processed UpdateClock(223)
Event processed UpdateClock(223)
Event processed UpdateClock(223)
object notification: Time [clock=43, time=null]
Event sent to object      a10 clock(43)
org notification: Time [clock=43, time=null]
org notified sent time(43).
object notification: Time [clock=43, time=null]
Event sent to object      a40 clock(43)
object notification: Time [clock=43, time=null]
Event sent to object      a30 clock(43)
Event processed UpdateClock(43)
Event processed UpdateClock(43)
Event processed UpdateClock(43)
org notification: Time [clock=44, time=null]
org notified sent time(44).
object notification: Time [clock=44, time=null]
Event sent to object      a40 clock(44)
object notification: Time [clock=44, time=null]
Event sent to object      a10 clock(44)
object notification: Time [clock=44, time=null]
Event sent to object      a30 clock(44)
Event processed UpdateClock(44)
Event processed UpdateClock(44)
Event processed UpdateClock(44)
org notification: Time [clock=224, time=null]
org notified sent time(224).
object notification: Time [clock=224, time=null]
Event sent to object      a10 clock(224)
object notification: Time [clock=224, time=null]
Event sent to object      a40 clock(224)
object notification: Time [clock=224, time=null]
Event sent to object      a30 clock(224)
Event processed UpdateClock(224)
Event processed UpdateClock(224)
Event processed UpdateClock(224)
object notification: Time [clock=45, time=null]
Event sent to object      a10 clock(45)
object notification: Time [clock=45, time=null]
org notification: Time [clock=45, time=null]
org notified sent time(45).
Event sent to object      a30 clock(45)
object notification: Time [clock=45, time=null]
Event sent to object      a40 clock(45)
Event processed UpdateClock(45)
Event processed UpdateClock(45)
Event processed UpdateClock(45)
object notification: Time [clock=46, time=null]
Event sent to object      a10 clock(46)
object notification: Time [clock=46, time=null]
org notification: Time [clock=46, time=null]
org notified sent time(46).
Event sent to object      a40 clock(46)
object notification: Time [clock=46, time=null]
Event sent to object      a30 clock(46)
Event processed UpdateClock(46)
Event processed UpdateClock(46)
Event processed UpdateClock(46)
org notification: Time [clock=225, time=null]
object notification: Time [clock=225, time=null]
object notification: Time [clock=225, time=null]
Event sent to object      a10 clock(225)
org notified sent time(225).
Event sent to object      a40 clock(225)
object notification: Time [clock=225, time=null]
Event sent to object      a30 clock(225)
Event processed UpdateClock(225)
Event processed UpdateClock(225)
Event processed UpdateClock(225)
object notification: Time [clock=47, time=null]
object notification: Time [clock=47, time=null]
Event sent to object      a10 clock(47)
org notification: Time [clock=47, time=null]
org notified sent time(47).
Event sent to object      a40 clock(47)
object notification: Time [clock=47, time=null]
Event sent to object      a30 clock(47)
Event processed UpdateClock(47)
Event processed UpdateClock(47)
Event processed UpdateClock(47)
object notification: Time [clock=226, time=null]
org notification: Time [clock=226, time=null]
org notified sent time(226).
object notification: Time [clock=226, time=null]
Event sent to object      a10 clock(226)
object notification: Time [clock=226, time=null]
Event sent to object      a40 clock(226)
Event sent to object      a30 clock(226)
Event processed UpdateClock(226)
Event processed UpdateClock(226)
Event processed UpdateClock(226)
object notification: Time [clock=48, time=null]
Event sent to object      a30 clock(48)
org notification: Time [clock=48, time=null]
object notification: Time [clock=48, time=null]
object notification: Time [clock=48, time=null]
Event sent to object      a40 clock(48)
org notified sent time(48).
Event sent to object      a10 clock(48)
Event processed UpdateClock(48)
Event processed UpdateClock(48)
Event processed UpdateClock(48)
object notification: Time [clock=227, time=null]
Event sent to object      a30 clock(227)
object notification: Time [clock=227, time=null]
Event sent to object      a10 clock(227)
object notification: Time [clock=227, time=null]
org notification: Time [clock=227, time=null]
Event sent to object      a40 clock(227)
org notified sent time(227).
Event processed UpdateClock(227)
Event processed UpdateClock(227)
Event processed UpdateClock(227)
object notification: Time [clock=49, time=null]
Event sent to object      a40 clock(49)
object notification: Time [clock=49, time=null]
Event sent to object      a10 clock(49)
org notification: Time [clock=49, time=null]
org notified sent time(49).
object notification: Time [clock=49, time=null]
Event sent to object      a30 clock(49)
Event processed UpdateClock(49)
Event processed UpdateClock(49)
Event processed UpdateClock(49)
object notification: Time [clock=50, time=null]
Event sent to object      a30 clock(50)
org notification: Time [clock=50, time=null]
org notified sent time(50).
object notification: Time [clock=50, time=null]
Event sent to object      a40 clock(50)
object notification: Time [clock=50, time=null]
Event sent to object      a10 clock(50)
Event processed UpdateClock(50)
Event processed UpdateClock(50)
Event processed UpdateClock(50)
org notification: Time [clock=228, time=null]
org notified sent time(228).
object notification: Time [clock=228, time=null]
Event sent to object      a30 clock(228)
object notification: Time [clock=228, time=null]
Event sent to object      a10 clock(228)
object notification: Time [clock=228, time=null]
Event sent to object      a40 clock(228)
Event processed UpdateClock(228)
Event processed UpdateClock(228)
Event processed UpdateClock(228)
object notification: Time [clock=51, time=null]
Event sent to object      a10 clock(51)
object notification: Time [clock=51, time=null]
Event sent to object      a30 clock(51)
org notification: Time [clock=51, time=null]
org notified sent time(51).
object notification: Time [clock=51, time=null]
Event sent to object      a40 clock(51)
Event processed UpdateClock(51)
Event processed UpdateClock(51)
Event processed UpdateClock(51)
object notification: Time [clock=229, time=null]
org notification: Time [clock=229, time=null]
org notified sent time(229).
Event sent to object      a30 clock(229)
object notification: Time [clock=229, time=null]
object notification: Time [clock=229, time=null]
Event sent to object      a10 clock(229)
Event sent to object      a40 clock(229)
Event processed UpdateClock(229)
Event processed UpdateClock(229)
Event processed UpdateClock(229)
object notification: Time [clock=52, time=null]
org notification: Time [clock=52, time=null]
org notified sent time(52).
Event sent to object      a30 clock(52)
object notification: Time [clock=52, time=null]
Event sent to object      a10 clock(52)
object notification: Time [clock=52, time=null]
Event sent to object      a40 clock(52)
Event processed UpdateClock(52)
Event processed UpdateClock(52)
Event processed UpdateClock(52)
object notification: Time [clock=230, time=null]
Event sent to object      a30 clock(230)
org notification: Time [clock=230, time=null]
org notified sent time(230).
object notification: Time [clock=230, time=null]
Event sent to object      a10 clock(230)
object notification: Time [clock=230, time=null]
Event sent to object      a40 clock(230)
Event processed UpdateClock(230)
Event processed UpdateClock(230)
Event processed UpdateClock(230)
object notification: Time [clock=53, time=null]
org notification: Time [clock=53, time=null]
org notified sent time(53).
object notification: Time [clock=53, time=null]
Event sent to object      a10 clock(53)
Event sent to object      a30 clock(53)
object notification: Time [clock=53, time=null]
Event sent to object      a40 clock(53)
Event processed UpdateClock(53)
Event processed UpdateClock(53)
Event processed UpdateClock(53)
object notification: Time [clock=54, time=null]
Event sent to object      a10 clock(54)
object notification: Time [clock=54, time=null]
Event sent to object      a40 clock(54)
org notification: Time [clock=54, time=null]
org notified sent time(54).
object notification: Time [clock=54, time=null]
Event sent to object      a30 clock(54)
Event processed UpdateClock(54)
Event processed UpdateClock(54)
Event processed UpdateClock(54)
object notification: Time [clock=231, time=null]
object notification: Time [clock=231, time=null]
Event sent to object      a10 clock(231)
org notification: Time [clock=231, time=null]
org notified sent time(231).
object notification: Time [clock=231, time=null]
Event sent to object      a40 clock(231)
Event sent to object      a30 clock(231)
Event processed UpdateClock(231)
Event processed UpdateClock(231)
Event processed UpdateClock(231)
org notification: Time [clock=55, time=null]
org notified sent time(55).
object notification: Time [clock=55, time=null]
Event sent to object      a10 clock(55)
object notification: Time [clock=55, time=null]
Event sent to object      a40 clock(55)
object notification: Time [clock=55, time=null]
Event sent to object      a30 clock(55)
Event processed UpdateClock(55)
Event processed UpdateClock(55)
Event processed UpdateClock(55)
object notification: Time [clock=232, time=null]
object notification: Time [clock=232, time=null]
Event sent to object      a30 clock(232)
Event sent to object      a40 clock(232)
org notification: Time [clock=232, time=null]
org notified sent time(232).
object notification: Time [clock=232, time=null]
Event sent to object      a10 clock(232)
Event processed UpdateClock(232)
Event processed UpdateClock(232)
Event processed UpdateClock(232)
object notification: Time [clock=56, time=null]
org notification: Time [clock=56, time=null]
Event sent to object      a10 clock(56)
object notification: Time [clock=56, time=null]
object notification: Time [clock=56, time=null]
Event sent to object      a30 clock(56)
Event sent to object      a40 clock(56)
org notified sent time(56).
Event processed UpdateClock(56)
Event processed UpdateClock(56)
Event processed UpdateClock(56)
object notification: Time [clock=233, time=null]
Event sent to object      a10 clock(233)
object notification: Time [clock=233, time=null]
Event sent to object      a30 clock(233)
org notification: Time [clock=233, time=null]
org notified sent time(233).
object notification: Time [clock=233, time=null]
Event sent to object      a40 clock(233)
Event processed UpdateClock(233)
object notification: Time [clock=57, time=null]
org notification: Time [clock=57, time=null]
org notified sent time(57).
object notification: Time [clock=57, time=null]
Event sent to object      a40 clock(57)
object notification: Time [clock=57, time=null]
Event sent to object      a10 clock(57)
Event sent to object      a30 clock(57)
Event processed UpdateClock(233)
Event processed UpdateClock(57)
Event processed UpdateClock(233)
Event processed UpdateClock(57)
Event processed UpdateClock(57)
object notification: Time [clock=58, time=null]
Event sent to object      a10 clock(58)
object notification: Time [clock=58, time=null]
Event sent to object      a40 clock(58)
org notification: Time [clock=58, time=null]
org notified sent time(58).
Event processed UpdateClock(58)
object notification: Time [clock=58, time=null]
Event sent to object      a30 clock(58)
Event processed UpdateClock(58)
Event processed UpdateClock(58)
object notification: Time [clock=234, time=null]
Event sent to object      a30 clock(234)
object notification: Time [clock=234, time=null]
object notification: Time [clock=234, time=null]
org notification: Time [clock=234, time=null]
org notified sent time(234).
Event sent to object      a40 clock(234)
Event sent to object      a10 clock(234)
object notification: Time [clock=59, time=null]
Event sent to object      a10 clock(59)
object notification: Time [clock=59, time=null]
Event sent to object      a40 clock(59)
org notification: Time [clock=59, time=null]
org notified sent time(59).
Event processed UpdateClock(234)
Event processed UpdateClock(59)
object notification: Time [clock=59, time=null]
Event sent to object      a30 clock(59)
Event processed UpdateClock(234)
Event processed UpdateClock(59)
Event processed UpdateClock(234)
Event processed UpdateClock(59)
object notification: Time [clock=60, time=null]
Event sent to object      a10 clock(60)
object notification: Time [clock=60, time=null]
Event sent to object      a40 clock(60)
org notification: Time [clock=60, time=null]
org notified sent time(60).
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(5, 1)], sanction=[reduce(g, 500)], deadline=61, time=2015-04-26 19:18:20.736, clock=60]
object notification: Time [clock=60, time=null]
Event sent to object      a30 clock(60)
Organization notifies object (write): Obligation [subject=a10, obligation=[at(5, 0, a10)], sanction=[reduce(a10, 500)], deadline=61, time=2015-04-26 19:18:20.738, clock=60]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(4, 1, a20)], sanction=[reduce(a20, 500)], deadline=61, time=2015-04-26 19:18:20.741, clock=60]
object notification: Obligation [subject=a10, obligation=[at(5, 0, a10)], sanction=[reduce(a10, 500)], deadline=61, time=2015-04-26 19:18:20.738, clock=60]
Event sent to object      a10 obligation([at(5, 0, a10)], 61, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(6, 1, a30)], sanction=[reduce(a30, 500)], deadline=61, time=2015-04-26 19:18:20.743, clock=60]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(5, 2, a40)], sanction=[reduce(a40, 500)], deadline=61, time=2015-04-26 19:18:20.745, clock=60]
object notification: Obligation [subject=a30, obligation=[at(6, 1, a30)], sanction=[reduce(a30, 500)], deadline=61, time=2015-04-26 19:18:20.743, clock=60]
Event sent to object      a30 obligation([at(6, 1, a30)], 61, [reduce(a30, 500)])
object notification: Obligation [subject=a40, obligation=[at(5, 2, a40)], sanction=[reduce(a40, 500)], deadline=61, time=2015-04-26 19:18:20.745, clock=60]
Event sent to object      a40 obligation([at(5, 2, a40)], 61, [reduce(a40, 500)])
Event processed UpdateClock(60)
Event processed adoptObligation(at(5, 2, a40), 61, reduce(a40, 500))
Event processed UpdateClock(60)
Event processed adoptObligation(at(6, 1, a30), 61, reduce(a30, 500))
Event processed UpdateClock(60)
Event processed adoptObligation(at(5, 0, a10), 61, reduce(a10, 500))
object notification: Time [clock=235, time=null]
Event sent to object      a30 clock(235)
object notification: Time [clock=235, time=null]
Event sent to object      a10 clock(235)
org notification: Time [clock=235, time=null]
org notified sent time(235).
object notification: Time [clock=235, time=null]
Event sent to object      a40 clock(235)
Event processed UpdateClock(235)
Event processed UpdateClock(235)
Event processed UpdateClock(235)
object notification: Time [clock=61, time=null]
Event sent to object      a10 clock(61)
object notification: Time [clock=61, time=null]
Event sent to object      a40 clock(61)
org notification: Time [clock=61, time=null]
org notified sent time(61).
object notification: Time [clock=61, time=null]
Event sent to object      a30 clock(61)
Event processed UpdateClock(61)
Event processed UpdateClock(61)
Event processed UpdateClock(61)
object notification: Time [clock=62, time=null]
Event sent to object      a10 clock(62)
object notification: Time [clock=62, time=null]
Event sent to object      a40 clock(62)
org notification: Time [clock=62, time=null]
org notified sent time(62).
object notification: Time [clock=62, time=null]
Event sent to object      a30 clock(62)
Event processed UpdateClock(62)
Event processed UpdateClock(62)
Event processed UpdateClock(62)
object notification: Time [clock=236, time=null]
Event sent to object      a30 clock(236)
object notification: Time [clock=236, time=null]
Event sent to object      a10 clock(236)
object notification: Time [clock=236, time=null]
Event sent to object      a40 clock(236)
org notification: Time [clock=236, time=null]
org notified sent time(236).
Event processed UpdateClock(236)
Event processed UpdateClock(236)
Event processed UpdateClock(236)
object notification: Time [clock=63, time=null]
Event sent to object      a10 clock(63)
object notification: Time [clock=63, time=null]
Event sent to object      a40 clock(63)
org notification: Time [clock=63, time=null]
org notified sent time(63).
object notification: Time [clock=63, time=null]
Event sent to object      a30 clock(63)
Event processed UpdateClock(63)
Event processed UpdateClock(63)
Event processed UpdateClock(63)
object notification: Time [clock=64, time=null]
Event sent to object      a10 clock(64)
org notification: Time [clock=64, time=null]
org notified sent time(64).
object notification: Time [clock=64, time=null]
Event sent to object      a40 clock(64)
Event processed UpdateClock(64)
object notification: Time [clock=64, time=null]
Event sent to object      a30 clock(64)
Event processed UpdateClock(64)
Event processed UpdateClock(64)
object notification: Time [clock=237, time=null]
Event sent to object      a30 clock(237)
object notification: Time [clock=237, time=null]
Event sent to object      a10 clock(237)
org notification: Time [clock=237, time=null]
org notified sent time(237).
object notification: Time [clock=237, time=null]
Event sent to object      a40 clock(237)
Event processed UpdateClock(237)
Event processed UpdateClock(237)
Event processed UpdateClock(237)
object notification: Time [clock=65, time=null]
Event sent to object      a10 clock(65)
object notification: Time [clock=65, time=null]
Event sent to object      a40 clock(65)
org notification: Time [clock=65, time=null]
org notified sent time(65).
object notification: Time [clock=65, time=null]
Event sent to object      a30 clock(65)
Event processed UpdateClock(65)
Event processed UpdateClock(65)
Event processed UpdateClock(65)
object notification: Time [clock=66, time=null]
Event sent to object      a10 clock(66)
org notification: Time [clock=66, time=null]
org notified sent time(66).
object notification: Time [clock=66, time=null]
Event sent to object      a40 clock(66)
object notification: Time [clock=66, time=null]
Event sent to object      a30 clock(66)
Event processed UpdateClock(66)
Event processed UpdateClock(66)
Event processed UpdateClock(66)
object notification: Time [clock=238, time=null]
Event sent to object      a30 clock(238)
object notification: Time [clock=238, time=null]
org notification: Time [clock=238, time=null]
org notified sent time(238).
object notification: Time [clock=238, time=null]
Event sent to object      a40 clock(238)
Event sent to object      a10 clock(238)
Event processed UpdateClock(238)
Event processed UpdateClock(238)
Event processed UpdateClock(238)
object notification: Time [clock=67, time=null]
object notification: Time [clock=67, time=null]
Event sent to object      a10 clock(67)
Event sent to object      a40 clock(67)
object notification: Time [clock=67, time=null]
org notification: Time [clock=67, time=null]
org notified sent time(67).
Event sent to object      a30 clock(67)
Organization writes: Points [subject=a10, time=2015-04-26 19:19:31.765, clock=67, value=500, id=null]
Event processed UpdateClock(67)
Organization writes: Points [subject=a20, time=2015-04-26 19:19:31.778, clock=67, value=500, id=null]
Organization writes: Points [subject=a30, time=2015-04-26 19:19:31.78, clock=67, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:19:31.782, clock=67, value=500, id=null]
object notification: Points [subject=a40, time=2015-04-26 19:19:31.782, clock=67, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:19:31.765, clock=67, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:19:31.78, clock=67, value=500, id=null]
Event sent to object      a40 points(500)
Event sent to object      a10 points(500)
Event sent to object      a30 points(500)
Event processed UpdateClock(67)
Event processed UpdatePoints(500)
Event processed UpdateClock(67)
Event processed UpdatePoints(500)
Event processed UpdatePoints(500)
object notification: Time [clock=239, time=null]
Event sent to object      a40 clock(239)
object notification: Time [clock=239, time=null]
Event sent to object      a10 clock(239)
object notification: Time [clock=239, time=null]
org notification: Time [clock=239, time=null]
org notified sent time(239).
Event sent to object      a30 clock(239)
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(5, 1)], sanction=[reduce(g, 500)], deadline=240, time=2015-04-26 19:19:41.268, clock=67]
Organization notifies object (write): Obligation [subject=a10, obligation=[at(5, 0, a10)], sanction=[reduce(a10, 500)], deadline=240, time=2015-04-26 19:19:41.27, clock=67]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(4, 1, a20)], sanction=[reduce(a20, 500)], deadline=240, time=2015-04-26 19:19:41.273, clock=67]
object notification: Obligation [subject=a10, obligation=[at(5, 0, a10)], sanction=[reduce(a10, 500)], deadline=240, time=2015-04-26 19:19:41.27, clock=67]
Event sent to object      a10 obligation([at(5, 0, a10)], 240, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(6, 1, a30)], sanction=[reduce(a30, 500)], deadline=240, time=2015-04-26 19:19:41.276, clock=67]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(5, 2, a40)], sanction=[reduce(a40, 500)], deadline=240, time=2015-04-26 19:19:41.278, clock=67]
object notification: Obligation [subject=a30, obligation=[at(6, 1, a30)], sanction=[reduce(a30, 500)], deadline=240, time=2015-04-26 19:19:41.276, clock=67]
Event sent to object      a30 obligation([at(6, 1, a30)], 240, [reduce(a30, 500)])
object notification: Obligation [subject=a40, obligation=[at(5, 2, a40)], sanction=[reduce(a40, 500)], deadline=240, time=2015-04-26 19:19:41.278, clock=67]
Event sent to object      a40 obligation([at(5, 2, a40)], 240, [reduce(a40, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:19:41.283, clock=239, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:19:41.285, clock=239, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:19:41.283, clock=239, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:19:41.29, clock=239, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:19:41.292, clock=239, value=500, id=null]
object notification: Points [subject=a40, time=2015-04-26 19:19:41.292, clock=239, value=500, id=null]
Event sent to object      a40 points(500)
object notification: Points [subject=a30, time=2015-04-26 19:19:41.29, clock=239, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Time [clock=68, time=null]
Event sent to object      a10 clock(68)
org notification: Time [clock=68, time=null]
org notified sent time(68).
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(1, 1)], sanction=[reduce(g, 500)], deadline=69, time=2015-04-26 19:19:42.062, clock=68]
Organization notifies object (write): Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=69, time=2015-04-26 19:19:42.064, clock=68]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(0, 1, a20)], sanction=[reduce(a20, 500)], deadline=69, time=2015-04-26 19:19:42.066, clock=68]
object notification: Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=69, time=2015-04-26 19:19:42.064, clock=68]
Event sent to object      a10 obligation([at(1, 0, a10)], 69, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=69, time=2015-04-26 19:19:42.068, clock=68]
object notification: Time [clock=68, time=null]
Event sent to object      a40 clock(68)
Organization notifies object (write): Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=69, time=2015-04-26 19:19:42.073, clock=68]
object notification: Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=69, time=2015-04-26 19:19:42.068, clock=68]
Event sent to object      a30 obligation([at(2, 1, a30)], 69, [reduce(a30, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:19:42.076, clock=68, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:19:42.079, clock=68, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:19:42.076, clock=68, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:19:42.081, clock=68, value=500, id=null]
object notification: Time [clock=68, time=null]
Event sent to object      a30 clock(68)
object notification: Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=69, time=2015-04-26 19:19:42.073, clock=68]
Event sent to object      a40 obligation([at(1, 2, a40)], 69, [reduce(a40, 500)])
Organization writes: Points [subject=a40, time=2015-04-26 19:19:42.085, clock=68, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:19:42.081, clock=68, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:19:42.085, clock=68, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(239)
Event processed adoptObligation(at(5, 2, a40), 240, reduce(a40, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(68)
Event processed adoptObligation(at(1, 2, a40), 69, reduce(a40, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(239)
Event processed adoptObligation(at(5, 0, a10), 240, reduce(a10, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(68)
Event processed adoptObligation(at(1, 0, a10), 69, reduce(a10, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(239)
Event processed adoptObligation(at(6, 1, a30), 240, reduce(a30, 500))
Event processed UpdatePoints(500)
Event processed adoptObligation(at(2, 1, a30), 69, reduce(a30, 500))
Event processed UpdateClock(68)
Event processed UpdatePoints(500)
object notification: Time [clock=69, time=null]
Event sent to object      a40 clock(69)
org notification: Time [clock=69, time=null]
org notified sent time(69).
object notification: Time [clock=69, time=null]
Event sent to object      a30 clock(69)
Organization writes: Points [subject=a10, time=2015-04-26 19:19:52.335, clock=69, value=500, id=null]
object notification: Time [clock=69, time=null]
Event sent to object      a10 clock(69)
